area_sqm,rooms,price_cold,population,oev_score,solar_class,elevation_m,lv95_east,lv95_north,gbauj,ganzwhg,garea
55,1,1790,60,8367.0,1.0,411.4,2684463.0,1240960.125,1967,10,375.0
57,2,1100,107,623.0,4.0,245.0,2723658.5,1119193.5,2016,15,483.0
75,3,1390,40,30418.0,4.0,280.2,2611687.0,1266043.875,1891,4,93.0
55,2,1750,80,7932.0,4.0,278.2,2615727.0,1270261.125,1922,5,159.0
84,2,1830,110,1190.0,1.0,465.0,2693543.25,1235979.125,1985,11,332.0
64,2,2970,135,74788.0,1.0,500.2,2684018.75,1248285.75,1915,5,182.0
75,3,1680,138,4487.0,3.0,349.6,2624883.75,1258267.0,1996,10,424.0
44,1,1760,125,4993.0,4.0,429.7,2506437.25,1138425.75,2016,20,744.0
116,4,2010,132,2271.0,4.0,569.0,2722436.0,1258314.125,2006,10,321.0
76,3,1800,80,7599.0,1.0,278.1,2615726.25,1270232.5,1872,1,193.0
70,2,1340,141,1806.0,3.0,422.5,2636450.75,1244126.875,1979,11,253.0
129,4,1980,67,1367.0,4.0,410.7,2635272.75,1239639.75,2017,14,443.0
123,5,2800,111,10740.0,4.0,269.4,2612056.5,1266862.0,1966,32,586.0
108,4,2890,54,8118.0,4.0,535.2,2541773.25,1151741.875,1984,12,436.0
120,4,2170,12,102.0,1.0,407.0,2675247.0,1232101.0,2010,6,318.0
78,3,700,26,5580.0,4.0,334.3,2720022.25,1081102.5,1975,15,210.0
61,3,1160,144,3172.0,4.0,405.4,2635654.0,1243877.875,1962,8,241.0
105,4,1590,43,3298.0,1.0,995.9,2552903.5,1216245.125,1928,21,300.0
47,2,1200,144,3421.0,4.0,591.1,2535917.5,1157521.0,1981,20,420.0
58,2,1250,97,2969.0,3.0,433.4,2690107.5,1284452.375,2017,9,364.0
61,3,1240,50,1395.0,3.0,421.0,2566229.0,1123079.625,1990,12,246.0
40,1,950,29,1040.0,5.0,454.4,2732841.0,1264913.875,1930,8,183.0
110,4,1950,50,1709.0,2.0,570.0,2632519.0,1170451.0,2003,6,393.0
162,4,4520,193,9968.0,2.0,407.5,2678743.75,1248984.875,1996,7,205.0
59,2,1484,103,2894.0,4.0,489.5,2554156.75,1200618.75,2014,17,507.0
69,3,1755,174,10130.0,3.0,459.3,2699473.5,1263510.75,1961,17,322.0
120,3,1490,44,830.0,5.0,644.5,2630948.5,1218449.625,2014,1,113.0
80,4,2000,16,3932.0,4.0,460.7,2729866.0,1278180.5,1964,3,102.0
209,5,2450,24,4636.0,3.0,683.6,2748310.75,1255325.375,1988,4,257.0
72,2,2670,54,918.0,2.0,393.1,2688542.0,1280002.75,1780,2,140.0
90,3,1550,25,7808.0,2.0,438.9,2596792.0,1226306.75,1952,6,177.0
20,1,1100,18,2601.0,2.0,553.9,2535514.75,1156238.25,1850,2,265.0
63,2,2350,179,10765.0,4.0,450.3,2683361.75,1248905.625,1903,10,218.0
107,4,1900,88,8967.0,1.0,304.3,2611998.5,1257812.375,2003,11,266.0
69,2,1830,73,50016.0,2.0,259.1,2611317.5,1266944.25,1986,15,475.0
114,3,3500,199,4877.0,3.0,896.6,2699427.25,1220446.5,2002,10,355.0
89,3,2130,32,2255.0,2.0,544.4,2761663.25,1200168.0,2025,10,389.0
63,2,1210,97,2982.0,3.0,675.5,2748248.0,1256310.625,1968,9,263.0
115,4,1550,76,4735.0,2.0,401.2,2765937.25,1257716.875,1960,6,170.0
65,2,1150,28,37.0,5.0,787.7,2545730.75,1193602.5,1848,3,208.0
78,3,1530,95,22919.0,3.0,284.6,2616030.0,1264051.125,1968,6,182.0
83,4,1550,111,1795.0,5.0,302.3,2621755.25,1260316.875,2021,14,349.0
67,1,1920,249,19314.0,3.0,425.5,2684465.75,1252564.0,1989,110,2139.0
60,2,1000,28,77.0,3.0,251.8,2721070.5,1126240.125,1986,16,439.0
73,3,1480,56,439.0,2.0,802.8,2690741.25,1214540.0,2003,2,136.0
98,4,2400,25,78.0,2.0,533.7,2500916.0,1137844.25,1995,1,75.0
35,2,1200,118,221.0,5.0,756.3,2518880.75,1173972.75,1880,4,153.0
78,3,1520,62,2095.0,2.0,576.2,2600654.5,1205664.25,1980,9,274.0
88,3,1730,108,791.0,3.0,508.8,2706181.75,1237120.5,1997,6,222.0
74,3,1510,86,2036.0,4.0,323.6,2608089.5,1259305.5,1964,6,216.0
58,2,1200,80,3329.0,3.0,405.4,2745935.25,1270523.875,2011,6,191.0
129,4,2660,105,21350.0,3.0,385.6,2672898.0,1251391.375,2011,23,497.0
111,4,2395,86,17191.0,2.0,588.3,2759346.25,1191144.125,1942,8,485.0
63,2,2000,92,1401.0,3.0,438.1,2691974.0,1232895.75,1971,7,196.0
55,2,1709,80,13114.0,2.0,577.5,2539159.5,1152878.875,1961,17,260.0
124,4,2190,127,886.0,4.0,462.6,2575416.5,1109439.125,2014,31,758.0
48,2,1480,103,2906.0,3.0,571.4,2758715.25,1191878.125,1963,37,521.0
45,2,1035,70,17775.0,3.0,659.4,2747583.5,1255446.75,1972,34,291.0
60,2,1342,130,12483.0,3.0,265.4,2610182.5,1268421.5,1927,6,122.0
33,1,960,238,38092.0,4.0,282.1,2611568.5,1265612.875,1977,14,155.0
52,2,1050,168,1460.0,4.0,207.2,2716309.0,1112054.625,2017,11,281.0
82,3,2720,136,24785.0,3.0,281.6,2610712.5,1266179.75,1934,4,113.0
47,2,1200,136,3421.0,5.0,588.8,2535884.75,1157378.25,1968,12,304.0
93,4,1880,115,10223.0,4.0,334.0,2620938.25,1261752.625,1975,7,238.0
60,3,1330,20,318.0,4.0,377.1,2555292.5,1136990.0,2015,15,360.0
80,4,1460,200,6423.0,2.0,662.7,2744574.25,1253982.125,1918,10,224.0
126,5,2630,40,924.0,3.0,425.0,2714292.25,1225949.75,2014,7,294.0
28,1,990,222,12196.0,2.0,271.8,2610212.0,1267862.625,1930,20,636.0
32,1,1100,53,11118.0,4.0,456.1,2682926.25,1251127.375,1942,9,198.0
78,3,1480,37,3422.0,2.0,431.8,2638245.5,1237138.0,1939,1,71.0
59,2,1270,99,1543.0,4.0,447.9,2638953.5,1238652.625,1993,9,197.0
64,3,1250,117,2149.0,4.0,413.5,2710157.0,1268627.5,1957,12,355.0
94,3,1814,123,1699.0,4.0,568.5,2690379.25,1246375.625,1974,7,182.0
23,1,1150,186,10892.0,3.0,556.9,2539103.75,1152548.25,1933,20,420.0
36,2,930,382,31128.0,4.0,456.2,2536510.0,1153137.375,2006,21,609.0
58,2,1552,222,32335.0,1.0,408.8,2682186.25,1248126.625,1972,8,175.0
45,2,2200,37,3698.0,2.0,439.2,2666395.25,1204024.875,1975,10,234.0
78,3,3170,250,31600.0,2.0,441.5,2682446.5,1244804.5,2021,18,429.0
68,2,1360,88,2030.0,1.0,602.7,2722972.75,1252496.625,1919,2,309.0
68,3,1244,213,23276.0,2.0,399.0,2635550.25,1244325.875,1954,19,452.0
86,4,1840,63,1931.0,4.0,302.5,2609239.0,1262042.125,1982,6,205.0
113,4,2250,90,7251.0,4.0,399.6,2709393.75,1268948.375,2010,30,1004.0
99,2,1600,105,4143.0,3.0,352.4,2604648.5,1252111.0,1850,8,324.0
100,3,2280,59,4635.0,4.0,458.6,2668291.0,1236345.0,2015,10,602.0
110,4,2490,27,296.0,2.0,371.1,2674475.75,1268300.125,2016,8,346.0
147,3,1650,257,6918.0,4.0,412.1,2593413.5,1245878.375,2012,19,523.0
60,3,1400,50,944.0,2.0,384.5,2693069.25,1272238.875,1963,6,167.0
64,3,1500,162,1501.0,4.0,562.9,2613612.0,1175813.875,2004,12,200.0
92,4,1600,148,4095.0,4.0,401.5,2563151.25,1129916.875,1963,30,472.0
100,2,2180,171,12376.0,3.0,257.2,2610861.75,1268794.0,1988,1,1015.0
120,4,1750,51,1398.0,1.0,472.3,2661213.25,1191564.25,1982,5,152.0
89,3,1670,72,2208.0,3.0,446.7,2754844.25,1225849.0,2011,16,537.0
53,2,1510,80,2673.0,4.0,424.8,2506319.25,1138000.5,1993,21,740.0
123,5,2995,111,10740.0,4.0,269.4,2612056.5,1266862.0,1966,32,586.0
70,2,2552,39,8367.0,3.0,410.7,2684456.5,1241092.5,1966,6,294.0
80,3,2261,250,31600.0,2.0,439.9,2682407.75,1244899.875,1939,7,203.0
24,1,1110,327,23783.0,4.0,456.2,2536787.5,1152918.5,1957,47,557.0
87,4,1860,88,424.0,2.0,501.9,2677975.75,1233394.0,1971,5,213.0
49,2,1210,199,44182.0,3.0,507.9,2538572.25,1152359.375,1938,13,165.0
64,3,1590,171,5652.0,3.0,450.3,2698943.75,1260998.0,1962,12,181.0
81,3,2770,116,1052.0,2.0,400.8,2504059.0,1132178.5,2012,12,328.0
88,3,2220,35,3275.0,1.0,297.0,2609301.0,1262786.75,1914,1,68.0
92,3,2280,35,3275.0,1.0,297.0,2609301.0,1262786.75,1914,1,68.0
82,4,1330,76,6423.0,2.0,679.5,2744756.75,1254060.5,1971,19,333.0
120,4,1250,32,1021.0,4.0,230.3,2723205.5,1118343.125,1996,6,222.0
30,1,1000,107,874.0,3.0,724.6,2571463.75,1165520.375,2013,2,145.0
105,3,3250,19,1386.0,5.0,485.9,2544608.5,1149414.125,1700,3,209.0
117,4,2145,71,2236.0,2.0,448.2,2587232.5,1210235.625,2007,8,306.0
120,5,2846,46,6272.0,2.0,430.0,2554678.75,1146176.875,1931,4,229.0
30,1,1000,15,480.0,4.0,856.2,2546026.75,1155764.625,1912,5,251.0
140,4,1390,171,1501.0,3.0,563.7,2613548.5,1175970.625,1983,8,200.0
90,3,1350,47,2051.0,4.0,414.9,2633714.25,1244063.5,1963,10,160.0
95,3,2390,384,32668.0,2.0,484.2,2538667.25,1151948.125,1927,10,272.0
112,5,2435,133,5161.0,1.0,441.4,2691833.0,1286476.625,1910,3,371.0
111,4,2025,61,2588.0,3.0,414.4,2636287.75,1240483.0,2021,18,546.0
23,1,715,155,3304.0,4.0,467.1,2535266.75,1154545.625,1974,32,295.0
70,3,2000,30,711.0,4.0,385.5,2719147.75,1099719.625,1981,2,133.0
87,3,3800,53,2044.0,2.0,478.7,2535217.5,1154949.25,1986,1,84.0
68,3,2600,57,14688.0,1.0,458.0,2695937.25,1245444.875,2024,10,252.0
74,3,2740,193,45283.0,5.0,428.0,2682849.25,1249180.625,1929,6,212.0
77,3,1370,145,1272.0,2.0,435.4,2546837.25,1183260.625,2013,16,404.0
30,1,1050,44,351.0,3.0,456.5,2738723.5,1267631.5,2025,11,310.0
63,3,1540,202,8273.0,3.0,254.6,2613190.5,1267048.875,1964,18,273.0
70,2,1590,72,1822.0,2.0,404.7,2669331.25,1244753.625,2016,9,311.0
31,1,1105,42,308.0,4.0,207.7,2702826.75,1112623.75,1958,29,577.0
94,4,1940,179,4415.0,4.0,533.5,2614595.5,1212410.0,1966,8,172.0
160,1,1820,202,20629.0,4.0,402.2,2681016.75,1249372.0,2013,100,3149.0
68,3,1390,106,1795.0,3.0,301.1,2621748.0,1260476.125,1960,6,188.0
96,3,2146,12,700.0,4.0,660.2,2538866.75,1155101.0,2017,1,27.0
44,2,1550,165,14912.0,3.0,404.3,2540775.75,1151123.625,1954,28,391.0
39,2,1210,54,1289.0,3.0,426.6,2675627.0,1252533.75,1961,5,210.0
100,1,1850,10,7377.0,4.0,476.4,2626613.25,1229127.25,1910,5,404.0
84,3,1575,245,6134.0,3.0,529.3,2607036.5,1126479.375,2011,65,1108.0
74,2,1581,26,880.0,3.0,407.2,2705599.75,1279785.75,2018,9,326.0
84,4,2134,18,6796.0,3.0,413.1,2686502.75,1236637.0,1959,8,192.0
103,4,2090,142,7292.0,3.0,579.6,2758484.25,1191052.625,1972,36,517.0
50,2,2200,50,35924.0,4.0,386.8,2673109.5,1251215.125,1950,14,269.0
97,4,2759,61,3441.0,2.0,410.3,2698941.5,1229089.0,2017,11,318.0
111,4,1500,48,120.0,2.0,915.4,2751894.5,1247479.375,2004,6,427.0
110,3,1850,28,493.0,1.0,495.7,2565220.0,1185143.25,2017,5,196.0
110,4,1870,48,2114.0,4.0,507.5,2580676.0,1200498.25,2014,6,266.0
53,2,1980,139,10524.0,4.0,282.0,2612313.0,1265559.875,1902,6,155.0
170,1,2900,183,37015.0,1.0,439.1,2696441.5,1261436.875,2004,101,2470.0
66,3,1680,290,29358.0,3.0,280.2,2611119.25,1266052.875,1963,16,227.0
27,2,1600,462,11333.0,2.0,375.0,2500455.25,1118554.375,1938,18,201.0
90,3,1350,41,967.0,3.0,478.4,2627067.0,1241589.875,2001,4,241.0
72,3,1750,493,13328.0,3.0,451.3,2665918.75,1209352.25,2012,186,648.0
73,3,1990,76,1391.0,3.0,610.8,2687804.0,1246306.0,1965,8,262.0
91,4,1695,207,5121.0,4.0,291.7,2610036.25,1264995.25,1965,15,268.0
31,2,1220,221,4523.0,4.0,277.8,2718241.5,1096408.25,1988,21,375.0
104,4,2170,162,6423.0,3.0,651.1,2744133.75,1253577.875,2010,9,241.0
123,5,3100,94,14994.0,5.0,393.1,2539719.75,1151013.0,1961,10,371.0
65,3,1600,178,3321.0,4.0,391.9,2527892.75,1152321.5,1986,54,468.0
80,3,1525,56,856.0,4.0,439.3,2589547.75,1214323.75,2006,24,380.0
60,3,1100,63,3245.0,3.0,563.6,2727592.25,1255658.125,1945,9,264.0
58,2,1250,80,3329.0,3.0,405.9,2745974.0,1270533.875,2011,8,192.0
32,1,2040,13,74859.0,4.0,442.5,2684079.75,1247425.5,1973,1,2273.0
26,1,850,62,174.0,4.0,448.2,2638455.75,1234640.25,2003,1,153.0
60,2,1580,89,5188.0,4.0,278.9,2610069.75,1266591.875,1913,1,125.0
77,2,1691,141,30418.0,3.0,280.7,2611685.5,1265945.875,1952,14,1141.0
46,2,1230,128,25782.0,4.0,289.4,2619287.5,1263920.75,2017,90,1235.0
81,2,1630,116,10597.0,1.0,675.3,2743164.75,1252353.25,1988,8,226.0
59,3,1500,43,16187.0,4.0,554.1,2596394.75,1199438.0,2017,40,626.0
80,3,1280,24,36.0,2.0,1130.0,2708526.75,1173760.75,1947,2,128.0
60,2,1654,136,18193.0,2.0,375.1,2527888.75,1151423.375,1971,12,169.0
43,2,1660,388,16533.0,1.0,274.2,2609972.25,1267659.25,1967,13,156.0
106,4,2015,95,496.0,4.0,458.5,2646196.75,1239278.375,2016,23,692.0
84,3,2130,106,16963.0,2.0,461.9,2696685.5,1245404.25,2012,18,426.0
105,4,1840,26,3932.0,1.0,415.8,2730028.75,1278785.125,1899,5,184.0
34,1,1015,92,11084.0,2.0,541.0,2538632.25,1153204.125,1904,11,128.0
69,2,1345,136,3014.0,5.0,513.6,2550738.0,1168735.5,2012,9,240.0
54,2,1110,31,7330.0,4.0,319.2,2719597.75,1081210.875,2019,18,426.0
90,3,1200,155,3549.0,4.0,345.8,2715573.75,1102671.125,1963,20,363.0
56,3,1350,97,20705.0,3.0,447.2,2682771.75,1253058.375,1972,12,231.0
55,2,2290,225,27217.0,3.0,469.2,2682616.0,1250198.5,2018,11,320.0
59,2,1280,38,7377.0,4.0,468.2,2626592.75,1229863.125,2015,11,397.0
75,2,2575,118,22914.0,2.0,256.5,2611165.25,1267420.375,1904,3,122.0
70,3,1180,80,7734.0,4.0,214.9,2703926.0,1113903.125,1973,15,307.0
111,4,1800,97,2783.0,3.0,404.6,2649205.75,1246117.625,2010,11,397.0
98,3,1610,156,9749.0,3.0,408.4,2635379.25,1241081.5,2020,62,1871.0
170,5,2150,78,7365.0,5.0,556.8,2614301.25,1211707.375,1859,2,190.0
62,3,1360,21,282.0,2.0,459.0,2630930.25,1252477.0,1963,8,210.0
92,3,1925,209,3141.0,3.0,568.0,2539368.75,1152846.0,1988,16,389.0
82,3,2238,133,7792.0,1.0,406.0,2507236.25,1137729.75,2013,59,1555.0
87,4,2700,26,10892.0,2.0,557.3,2538798.0,1152817.375,1927,12,227.0
63,3,1200,65,497.0,4.0,1015.4,2507476.5,1162457.375,1928,17,385.0
104,4,1955,160,5340.0,3.0,252.3,2613683.5,1267290.375,1985,6,258.0
121,2,3100,33,1335.0,2.0,513.1,2683559.25,1240013.875,1986,11,485.0
96,3,2722,37,2293.0,4.0,624.5,2537978.0,1155293.5,2016,15,341.0
114,4,2390,149,1910.0,4.0,358.6,2662816.5,1251735.125,2018,15,582.0
72,4,2800,221,38621.0,2.0,417.7,2681788.75,1246435.25,1954,15,211.0
82,3,2230,124,41657.0,2.0,428.0,2537427.25,1152014.0,1938,13,256.0
100,3,1995,164,9749.0,4.0,406.5,2635371.0,1240900.5,2016,22,547.0
36,1,810,70,5738.0,5.0,406.4,2709116.5,1268527.5,1965,7,151.0
41,1,1220,98,3127.0,3.0,397.3,2648468.75,1246724.5,2023,44,561.0
60,2,1050,23,1366.0,5.0,224.7,2721391.5,1116951.125,1997,8,199.0
40,2,1300,166,32423.0,4.0,430.0,2680768.25,1246851.375,1942,9,193.0
79,3,1925,59,696.0,2.0,427.1,2645789.25,1252163.75,2018,8,300.0
90,3,2630,35,1359.0,1.0,449.5,2688667.75,1234322.125,1929,3,147.0
59,2,1280,38,7377.0,4.0,471.0,2626596.25,1229737.125,2015,11,397.0
50,2,1190,71,3145.0,2.0,409.9,2735868.25,1276689.5,1984,8,198.0
70,3,1370,40,1804.0,1.0,465.9,2684935.0,1283748.125,1936,4,133.0
41,1,1180,108,6328.0,3.0,458.0,2699819.25,1262608.5,2006,40,1223.0
81,3,1770,64,403.0,4.0,719.2,2571368.25,1167055.375,2015,11,328.0
101,4,2135,148,296.0,4.0,367.4,2674357.25,1268438.0,2019,14,381.0
78,3,1670,41,3938.0,4.0,451.0,2574834.5,1196635.75,2008,13,782.0
55,2,2300,75,6038.0,3.0,426.7,2678870.75,1248032.625,1947,6,194.0
97,4,1530,163,4415.0,4.0,534.4,2614756.25,1212552.75,1973,15,262.0
77,3,2400,52,6686.0,2.0,414.6,2695870.75,1229595.25,1982,6,418.0
106,3,3303,39,8367.0,3.0,410.7,2684456.5,1241092.5,1966,6,294.0
57,2,1920,189,31600.0,3.0,443.2,2682370.0,1244861.0,1978,27,1085.0
101,2,2075,59,1519.0,3.0,435.9,2674307.75,1248063.5,1972,6,421.0
66,2,1430,152,9609.0,3.0,403.3,2655612.25,1249319.5,2016,22,384.0
48,2,2000,17,1015.0,4.0,604.6,2558887.5,1145423.375,1850,1,71.0
77,3,1540,95,2631.0,3.0,461.0,2587314.5,1222916.25,2014,15,436.0
94,4,2150,179,1023.0,4.0,407.9,2654322.0,1248778.0,2019,21,658.0
65,3,1581,92,12863.0,2.0,553.9,2603583.5,1200134.25,1970,8,153.0
28,1,1950,103,16632.0,2.0,277.7,2610304.0,1267200.5,2021,10,93.0
86,3,1360,104,16327.0,4.0,531.6,2603309.0,1202717.375,1988,18,336.0
132,4,2925,32,9467.0,1.0,292.0,2612546.0,1259165.375,1981,1,99.0
40,2,1300,90,3933.0,2.0,282.6,2611383.0,1265588.75,1928,1,116.0
90,4,2550,350,31150.0,4.0,496.6,2536930.25,1153251.875,1977,93,1077.0
31,1,1300,115,2896.0,4.0,669.3,2540158.5,1154349.375,1962,72,524.0
76,3,1600,105,9482.0,4.0,419.5,2678803.75,1259541.25,1890,1,212.0
93,3,2920,41,1848.0,2.0,392.6,2532593.0,1151776.375,1974,8,398.0
64,3,1973,82,5620.0,3.0,407.5,2674338.75,1249223.75,1961,9,211.0
37,1,1135,143,14402.0,3.0,256.5,2612040.75,1268086.0,1985,29,435.0
124,4,2460,30,930.0,3.0,410.9,2748277.5,1263702.25,2013,11,478.0
53,2,1700,22,312.0,2.0,576.9,2623207.5,1247272.25,1997,1,60.0
117,4,1800,17,1997.0,1.0,530.8,2656460.25,1234189.5,1989,1,76.0
21,1,870,48,8844.0,2.0,393.8,2527018.25,1151836.625,1972,1,2374.0
128,4,3040,204,322.0,4.0,488.5,2519692.75,1149516.625,2010,35,1167.0
31,1,879,105,11170.0,4.0,469.1,2571968.25,1105826.875,2021,58,1329.0
78,3,1770,148,4431.0,3.0,277.0,2608438.25,1266776.875,1967,8,516.0
82,4,1143,60,142.0,4.0,658.7,2596248.25,1192692.5,1968,6,405.0
55,2,1320,85,1029.0,3.0,850.8,2746872.25,1250887.875,2011,9,300.0
98,3,2050,198,6847.0,4.0,620.4,2578247.0,1182807.875,2007,14,288.0
65,2,1100,28,970.0,5.0,214.6,2710771.25,1115233.625,1983,2,164.0
130,4,2400,4,687.0,3.0,510.9,2737689.75,1264507.625,2018,1,299.0
82,2,2380,85,17760.0,4.0,388.8,2665278.0,1258621.5,1972,51,1532.0
70,3,1240,27,1942.0,3.0,615.4,2723467.5,1246749.625,2017,8,206.0
104,4,1810,153,980.0,3.0,368.8,2647782.0,1250072.75,2009,10,255.0
46,2,1400,89,4945.0,3.0,292.4,2718288.25,1097142.75,2017,10,112.0
120,4,2200,120,5385.0,3.0,277.6,2609574.5,1266802.25,1927,5,137.0
20,1,870,52,13878.0,4.0,388.1,2672868.25,1250616.5,1909,1,68.0
85,3,1270,110,5073.0,5.0,347.4,2720116.25,1081371.5,1964,15,251.0
85,3,1980,127,4103.0,4.0,276.6,2607736.75,1267241.0,1982,6,241.0
85,4,1250,120,5457.0,2.0,479.6,2664287.75,1212520.25,1950,7,154.0
102,4,1490,44,16327.0,4.0,531.2,2603284.25,1202713.0,1988,18,362.0
79,3,1845,170,12890.0,4.0,399.6,2672138.75,1250761.0,1994,8,216.0
46,2,1450,24,6741.0,4.0,423.4,2534997.75,1153923.75,1991,1,165.0
57,2,1890,186,10892.0,3.0,556.9,2539103.75,1152548.25,1933,20,420.0
50,2,1210,102,7767.0,2.0,404.6,2750423.75,1264686.75,1899,10,147.0
99,4,1920,58,2097.0,3.0,402.1,2708916.75,1268929.375,1990,7,230.0
83,2,1870,135,2025.0,3.0,446.1,2694663.5,1261975.25,2010,10,722.0
90,3,1920,86,3695.0,3.0,481.6,2688725.25,1285786.75,2012,12,381.0
143,6,3360,97,6328.0,2.0,458.3,2699778.25,1262609.25,2006,6,285.0
64,3,1380,22,1175.0,4.0,306.8,2718493.75,1098491.25,1974,12,180.0
56,2,1800,273,27689.0,3.0,420.5,2682251.25,1245878.25,1956,11,205.0
91,3,1940,357,2451.0,1.0,512.2,2662667.25,1211160.625,2021,138,3358.0
63,3,1640,122,5741.0,5.0,275.9,2609377.5,1267682.75,1957,10,166.0
85,2,2100,8,3820.0,4.0,405.4,2560568.25,1141336.75,1905,3,160.0
91,3,1850,27,7870.0,2.0,533.2,2614200.25,1211939.875,1939,1,561.0
96,3,2270,97,1963.0,2.0,438.0,2688800.75,1249558.625,1992,7,519.0
73,3,1800,204,9674.0,3.0,413.6,2531718.5,1155962.0,1975,25,480.0
110,3,2300,23,8927.0,4.0,584.4,2759120.5,1191343.25,1998,6,137.0
64,2,1280,40,1835.0,3.0,578.9,2574616.75,1185650.375,2012,9,265.0
65,3,900,31,313.0,3.0,385.3,2561130.25,1134188.625,1961,20,330.0
94,4,1730,26,3879.0,4.0,441.2,2739656.25,1268343.0,1911,5,177.0
100,3,1560,268,29358.0,3.0,279.9,2611291.0,1266023.75,1965,15,298.0
84,3,1790,111,4699.0,3.0,440.4,2540251.25,1180853.75,1965,14,357.0
120,3,2250,104,32157.0,2.0,276.9,2610871.75,1266891.125,1954,13,230.0
88,3,3100,10,12323.0,2.0,440.7,2696216.0,1260750.875,1898,6,75.0
122,4,1990,95,496.0,4.0,458.7,2646183.0,1239229.125,2010,14,381.0
55,1,1080,30,44531.0,2.0,258.0,2612953.0,1267676.0,1921,3,91.0
64,2,1485,34,1224.0,4.0,488.7,2541270.5,1181397.625,1959,1,196.0
112,3,1950,62,583.0,2.0,597.2,2538812.5,1174189.875,1850,6,220.0
74,3,1550,46,1699.0,3.0,563.1,2690646.75,1246438.0,1974,9,196.0
90,3,1450,23,55.0,2.0,495.1,2751350.25,1211231.0,1928,2,120.0
55,2,900,46,6248.0,5.0,279.4,2721654.0,1078663.75,1984,5,261.0
163,7,2810,156,7253.0,3.0,258.7,2610273.75,1268994.875,2019,20,817.0
62,2,1430,98,7831.0,2.0,405.2,2765306.5,1253111.5,1970,2,87.0
135,4,1999,25,89.0,1.0,699.8,2712992.5,1245556.125,1989,20,394.0
80,3,1810,64,1709.0,4.0,473.5,2641378.25,1229547.75,2018,9,543.0
82,3,1370,279,8342.0,3.0,347.6,2657722.25,1258968.5,1973,64,403.0
110,2,2890,24,1941.0,1.0,647.2,2689106.0,1244571.25,1989,2,96.0
113,4,1380,86,4502.0,4.0,418.2,2593446.25,1245121.125,2014,24,339.0
108,4,2300,266,30418.0,2.0,279.2,2611537.0,1265975.25,1972,18,334.0
122,4,1870,251,13997.0,4.0,434.2,2585801.25,1220790.625,2007,8,367.0
67,2,2070,221,46976.0,4.0,400.0,2679533.0,1249209.5,2010,80,781.0
200,5,2250,85,5504.0,4.0,276.5,2609279.25,1267218.0,1924,3,89.0
55,3,1515,142,7292.0,3.0,578.5,2758406.75,1191084.125,1961,16,401.0
85,3,1620,72,6504.0,3.0,340.9,2624292.5,1257821.75,2017,12,360.0
52,2,1490,72,1896.0,4.0,546.6,2605648.25,1201045.375,1890,47,3707.0
74,2,1315,36,2640.0,3.0,569.8,2617109.25,1207419.0,2017,10,456.0
75,2,1850,213,42654.0,2.0,422.7,2538396.75,1151435.375,1935,24,366.0
90,3,1660,86,3695.0,3.0,481.6,2688725.25,1285786.75,2012,12,381.0
90,3,1740,138,537.0,4.0,363.9,2679952.25,1267737.5,1854,38,811.0
93,3,1680,98,1367.0,4.0,410.1,2634570.5,1239461.0,2004,10,295.0
166,6,2950,121,3218.0,3.0,297.1,2612229.75,1260692.375,1982,7,270.0
75,3,1953,30,4473.0,2.0,387.9,2672341.75,1251410.625,1951,6,197.0
111,4,2530,167,7033.0,4.0,538.9,2702446.25,1241308.75,2007,15,434.0
115,4,2448,91,5728.0,4.0,460.7,2678965.75,1251237.5,1993,13,510.0
76,3,1500,171,2608.0,2.0,445.5,2609414.25,1225766.375,2020,36,725.0
34,1,995,90,4489.0,3.0,404.6,2765043.5,1253553.5,2021,21,433.0
75,3,2653,321,28817.0,3.0,442.7,2684945.0,1246124.5,1973,11,305.0
49,2,770,87,623.0,4.0,244.8,2723745.0,1118993.375,1961,18,291.0
76,3,2000,29,6494.0,5.0,330.9,2616980.0,1270218.375,1976,1,90.0
148,5,3150,92,23181.0,3.0,421.0,2540142.0,1151283.375,1951,13,344.0
75,2,1250,105,1190.0,4.0,204.2,2710405.5,1115333.625,2017,33,725.0
48,2,2000,17,1015.0,4.0,604.6,2558887.5,1145423.375,1850,1,71.0
77,3,1460,232,13400.0,3.0,289.4,2618412.25,1263272.0,1965,61,425.0
85,3,1595,46,4172.0,4.0,545.0,2613896.75,1210711.125,2005,8,291.0
58,2,1650,29,550.0,2.0,587.8,2678351.5,1241111.75,1986,1,110.0
54,2,1200,37,297.0,4.0,342.9,2697976.5,1122567.375,1972,2,105.0
102,4,1890,96,4579.0,2.0,536.5,2717801.0,1258196.5,1985,9,257.0
30,2,1300,352,30354.0,4.0,374.3,2499679.25,1117382.625,1952,20,255.0
47,1,1759,27,3934.0,3.0,535.5,2702765.5,1242339.25,2026,17,338.0
85,3,2216,89,3161.0,4.0,423.3,2683461.25,1263582.625,2015,19,448.0
44,2,1550,120,14308.0,3.0,461.3,2539813.0,1151757.875,1945,12,239.0
65,2,1636,29,5161.0,4.0,440.3,2691945.5,1286518.875,2017,45,1056.0
64,2,1780,24,21328.0,4.0,312.7,2622167.75,1259602.0,1961,6,243.0
55,2,800,23,4047.0,5.0,562.2,2613476.75,1211105.875,1935,2,252.0
71,3,1525,66,10676.0,3.0,461.2,2699807.0,1260178.0,1966,8,191.0
85,3,2885,132,12057.0,3.0,430.8,2688138.0,1234758.625,1996,14,301.0
