area_sqm,rooms,price_cold,population,oev_score,solar_class,elevation_m,lv95_east,lv95_north,gbauj,ganzwhg,garea
82,3,1500,66,424.0,1.0,500.5,2677896.25,1233462.25,1983,6,337.0
32,1,526,174,13042.0,3.0,666.2,2747215.0,1254915.875,1918,4,102.0
86,2,2750,25,23676.0,2.0,384.2,2665551.0,1258917.0,1931,2,2410.0
121,5,2130,135,12495.0,3.0,434.8,2634529.5,1245088.375,1974,10,306.0
58,3,1200,73,1001.0,4.0,528.3,2704097.0,1255384.625,1969,16,297.0
86,3,1860,101,6504.0,3.0,342.5,2624312.0,1257789.75,2017,16,415.0
85,3,1220,59,2969.0,3.0,448.6,2690358.0,1284522.625,1963,5,188.0
55,2,1290,149,4102.0,4.0,606.8,2537415.0,1154493.125,1956,24,432.0
47,2,1370,120,14308.0,3.0,461.3,2539813.0,1151757.875,1945,12,239.0
100,4,2140,70,2881.0,4.0,288.3,2607494.5,1266587.5,1870,1,103.0
100,4,2200,23,918.0,4.0,408.4,2688887.0,1279969.375,1973,2,120.0
110,4,1590,172,4618.0,3.0,418.2,2635151.5,1243610.0,2006,7,266.0
20,1,1298,140,26229.0,5.0,501.9,2538073.0,1152723.25,1880,9,238.0
60,2,2259,229,53281.0,3.0,447.1,2682896.25,1251591.5,2019,15,323.0
30,1,2450,131,16488.0,4.0,400.8,2507489.25,1137587.5,1940,1,240.0
48,2,1695,23,21652.0,3.0,497.5,2538320.5,1152344.0,1909,4,1042.0
98,4,3440,286,35003.0,4.0,387.7,2676139.25,1250526.5,2020,87,823.0
98,4,1800,31,493.0,2.0,449.1,2712780.5,1264344.875,1899,3,121.0
90,4,1770,145,5121.0,3.0,286.1,2610075.25,1264824.75,1972,12,271.0
62,2,1643,88,5430.0,4.0,426.3,2685914.0,1251515.75,1952,9,196.0
37,2,2450,99,36667.0,4.0,393.6,2676818.0,1250197.625,1972,40,531.0
95,3,1250,44,222.0,4.0,269.9,2721900.25,1123959.25,2012,12,344.0
51,2,1380,19,4657.0,1.0,586.5,2538080.0,1154074.0,1972,3,1033.0
95,3,2000,73,2374.0,4.0,274.6,2713466.75,1095135.625,2019,14,1145.0
100,4,1750,121,548.0,2.0,764.0,2738031.25,1249195.75,2011,14,452.0
100,4,2124,91,21099.0,4.0,465.4,2687157.25,1252658.25,1963,7,322.0
70,3,1360,126,804.0,3.0,482.9,2707454.5,1234277.0,1971,18,294.0
88,3,1720,102,3826.0,4.0,307.1,2612207.25,1258775.0,1995,8,233.0
107,3,1450,51,270.0,4.0,452.5,2619943.25,1228977.375,2014,9,445.0
125,5,2480,168,9859.0,3.0,430.3,2695376.25,1261222.625,2005,6,296.0
77,4,2695,278,43150.0,3.0,417.7,2537736.75,1151759.5,1958,13,233.0
40,1,1603,27,3934.0,1.0,540.9,2702745.75,1242373.0,2026,19,221.0
90,4,1800,46,523.0,3.0,629.7,2543861.75,1171562.0,1969,11,293.0
144,5,2800,43,2626.0,1.0,432.6,2671466.25,1256905.5,2017,9,372.0
78,3,700,26,5580.0,4.0,334.3,2720022.25,1081102.5,1975,15,210.0
107,4,2050,27,495.0,2.0,695.7,2540584.75,1165409.25,1880,9,277.0
164,4,2900,108,24867.0,2.0,254.5,2611726.5,1267788.0,1865,1,127.0
123,4,1480,41,987.0,3.0,304.8,2717784.0,1135539.375,2007,9,309.0
85,3,1520,197,6968.0,3.0,675.6,2744629.5,1253635.25,2001,18,455.0
78,3,3040,164,83161.0,4.0,435.1,2683688.25,1251796.75,1987,8,235.0
65,3,1540,48,6688.0,2.0,435.9,2666398.75,1213218.5,1938,6,165.0
98,4,2070,81,2276.0,1.0,417.8,2691622.0,1282234.125,2017,14,487.0
80,3,1685,194,22445.0,4.0,439.0,2539390.5,1151610.375,1960,40,613.0
87,4,1930,148,4054.0,3.0,279.8,2608744.75,1266299.25,1968,46,432.0
73,3,1750,126,11216.0,3.0,531.1,2536294.5,1154596.0,1950,6,203.0
23,1,1478,156,30418.0,1.0,276.7,2611596.75,1266062.0,1986,187,2561.0
86,3,2150,92,7929.0,3.0,475.4,2684714.0,1238723.875,1971,10,386.0
75,3,1750,77,2024.0,3.0,441.7,2690111.5,1249906.25,1970,8,217.0
72,3,1590,102,2992.0,4.0,434.2,2539879.25,1181136.0,2009,28,514.0
78,4,1160,161,1998.0,2.0,510.4,2551387.0,1169035.75,1965,16,361.0
68,2,1934,245,23783.0,3.0,448.7,2536670.0,1152917.875,2016,152,1932.0
106,4,1560,76,526.0,3.0,449.8,2628541.25,1233149.75,2015,8,280.0
166,6,2950,53,3218.0,3.0,296.1,2612245.25,1260582.375,1983,11,385.0
137,5,2150,85,5504.0,4.0,276.5,2609279.25,1267218.0,1924,3,89.0
74,2,1620,60,806.0,3.0,431.1,2656834.0,1249296.75,2019,8,223.0
73,3,1990,76,1391.0,3.0,610.8,2687804.0,1246306.0,1965,8,262.0
135,3,1380,35,283.0,4.0,598.7,2578028.25,1191875.125,1989,8,291.0
28,1,1100,113,1834.0,3.0,564.3,2613311.25,1177755.375,1975,17,308.0
53,2,1550,119,15299.0,4.0,268.2,2610189.25,1268229.25,1904,4,85.0
89,3,1591,58,1337.0,3.0,416.2,2650319.0,1245759.375,2013,12,496.0
88,3,2650,225,49784.0,4.0,426.8,2684909.5,1253259.5,2016,23,428.0
60,2,1450,88,8314.0,3.0,639.5,2742524.25,1252423.875,2012,17,482.0
37,2,1800,7,2202.0,2.0,430.1,2683331.5,1261324.25,1960,5,197.0
53,2,1256,155,5434.0,3.0,459.2,2608839.0,1226105.25,2019,24,439.0
50,2,2205,108,14024.0,3.0,410.0,2680710.0,1248272.75,1973,20,277.0
77,4,1250,95,6259.0,4.0,415.9,2636062.5,1244104.25,1950,16,350.0
71,3,1295,112,2271.0,3.0,569.4,2722042.0,1258232.625,1976,18,391.0
82,4,1900,104,808.0,3.0,441.3,2664799.0,1212016.625,1898,24,459.0
55,2,1730,367,22627.0,5.0,503.6,2537533.5,1152935.5,1906,23,274.0
48,2,1710,89,5167.0,2.0,464.7,2665531.5,1212280.375,1950,11,179.0
58,2,1806,169,45198.0,4.0,445.9,2683303.25,1248876.75,1897,5,83.0
53,2,2400,88,65575.0,1.0,425.1,2684188.0,1246902.625,1938,8,167.0
53,2,1965,239,8554.0,1.0,493.1,2687070.5,1234808.125,1925,96,2280.0
110,4,1900,88,693.0,2.0,553.7,2706140.25,1254463.5,2016,8,277.0
52,2,1380,189,4706.0,1.0,445.4,2710727.0,1225956.0,1975,12,260.0
77,2,1476,71,7776.0,1.0,371.3,2628151.25,1257149.75,1958,11,211.0
94,3,1988,84,18037.0,3.0,436.9,2696874.25,1262157.875,1890,6,199.0
72,2,1690,72,3170.0,4.0,411.1,2645573.75,1245963.25,2013,16,552.0
78,4,1800,32,290.0,4.0,292.2,2699155.75,1115508.5,2010,1,62.0
169,5,4800,7,4480.0,4.0,419.1,2498382.75,1113428.75,1938,4,187.0
49,2,1460,44,10892.0,4.0,570.6,2539152.0,1152700.5,1986,22,716.0
84,3,1430,197,2881.0,2.0,280.9,2607628.25,1266775.5,1958,11,224.0
109,4,1680,68,4455.0,4.0,474.8,2626422.25,1229397.625,2004,7,251.0
84,3,1560,89,1523.0,3.0,452.5,2574469.25,1205760.0,2010,6,258.0
106,4,2555,35,743.0,5.0,818.4,2542041.5,1156011.0,1988,6,214.0
93,2,2085,147,8805.0,3.0,262.5,2614655.0,1269098.125,1957,8,185.0
96,3,1650,6,174.0,5.0,818.9,2543803.5,1155104.875,1963,4,195.0
56,2,1575,42,9842.0,3.0,273.9,2612904.5,1266089.375,1972,20,534.0
89,3,1700,209,10672.0,3.0,592.8,2759267.75,1190738.875,2008,17,321.0
55,2,1560,191,27231.0,5.0,432.3,2534532.75,1154728.0,1954,19,253.0
65,2,1630,240,30951.0,3.0,519.0,2537378.0,1153137.0,1936,39,377.0
60,2,2200,14,414.0,4.0,543.7,2528877.25,1161594.875,1700,5,591.0
93,3,1640,26,313.0,4.0,476.0,2655430.0,1242470.25,2016,8,432.0
65,2,800,87,7897.0,4.0,344.6,2623865.75,1257896.75,1965,8,176.0
113,4,3250,82,3915.0,4.0,455.3,2690212.25,1253150.0,2005,3,212.0
66,2,2070,74,8559.0,4.0,440.1,2682528.5,1252234.125,2004,8,218.0
132,4,2900,166,6328.0,3.0,458.0,2699826.0,1262573.125,2006,40,1223.0
67,2,1760,101,8774.0,3.0,478.6,2682327.25,1239857.25,1986,1,113.0
58,3,1520,73,9667.0,3.0,350.1,2658081.0,1259394.5,1954,4,183.0
93,3,2475,68,2878.0,4.0,447.3,2677458.5,1256187.0,2017,7,287.0
99,4,2687,171,23783.0,3.0,446.9,2536620.25,1152898.625,2016,43,589.0
95,5,1760,115,6089.0,2.0,410.3,2709001.75,1267900.625,1955,16,375.0
105,4,1970,48,1024.0,3.0,458.7,2621322.5,1237490.375,2006,9,344.0
119,4,2400,55,1382.0,4.0,430.0,2672653.75,1255622.75,2009,6,280.0
104,4,1700,105,4143.0,4.0,368.2,2604439.75,1251557.625,1986,12,363.0
87,4,1550,90,10219.0,3.0,383.7,2647659.75,1249135.0,1971,32,766.0
92,3,1600,320,20108.0,3.0,255.5,2611698.5,1268387.5,1897,9,166.0
113,4,1740,47,118.0,2.0,668.5,2722957.0,1262677.125,2018,6,303.0
81,3,1770,64,403.0,4.0,719.2,2571368.25,1167055.375,2015,11,328.0
150,4,4800,234,32668.0,4.0,467.1,2538508.5,1151822.0,1951,22,418.0
74,3,1520,168,3460.0,4.0,400.1,2745935.25,1270091.375,2022,30,608.0
83,4,1400,102,8278.0,4.0,438.9,2607035.75,1228676.875,1967,10,211.0
92,4,2750,110,28841.0,4.0,435.8,2683738.25,1252746.5,1950,9,257.0
110,5,1714,79,1101.0,4.0,473.4,2608798.5,1220141.25,2006,11,390.0
61,3,1229,75,3179.0,2.0,402.6,2655939.25,1248960.625,1954,12,210.0
71,3,1505,309,10761.0,3.0,252.0,2611286.75,1268583.75,1968,29,728.0
77,3,1600,91,6847.0,4.0,628.3,2578254.75,1182682.875,2013,23,315.0
118,4,2260,77,2304.0,2.0,697.0,2746548.0,1255576.125,1992,6,189.0
56,2,1380,80,24785.0,2.0,256.7,2612402.25,1268320.0,1953,11,180.0
89,3,1700,87,2263.0,3.0,633.3,2598221.0,1195648.25,2012,5,273.0
65,2,1980,112,1284.0,3.0,496.8,2676340.5,1238912.25,2013,12,438.0
142,5,2910,29,413.0,3.0,488.7,2701604.0,1234507.625,2005,5,276.0
96,3,1740,198,6847.0,4.0,620.4,2578222.5,1182845.25,2007,16,279.0
80,3,1660,56,3357.0,3.0,598.1,2687005.5,1245801.125,1966,6,236.0
83,4,1630,109,2547.0,3.0,444.1,2731059.75,1278001.875,1962,18,388.0
35,1,1100,40,2758.0,3.0,397.8,2652169.5,1249028.625,1945,1,80.0
78,3,1920,30,17720.0,2.0,437.8,2689082.25,1249941.625,1967,9,268.0
97,3,1630,71,329.0,4.0,654.0,2582702.75,1185545.25,2021,7,242.0
102,4,2210,47,2789.0,3.0,285.4,2615710.0,1269251.0,1965,12,360.0
108,3,4490,93,82136.0,1.0,411.6,2681798.25,1247614.625,1891,6,141.0
56,2,1550,64,21570.0,4.0,341.3,2716921.5,1096560.25,1988,48,987.0
146,5,2290,58,1265.0,3.0,336.0,2659673.0,1261669.5,2012,11,452.0
46,2,890,198,6847.0,4.0,620.4,2578247.0,1182807.875,2007,14,288.0
80,3,980,9,14.0,3.0,754.2,2627173.25,1210148.5,2004,1,107.0
53,2,1500,67,84.0,3.0,862.0,2505578.75,1146221.75,2019,15,573.0
125,4,1400,80,2081.0,4.0,438.0,2586514.75,1220822.5,1945,2,78.0
99,3,2400,156,2943.0,3.0,436.8,2668524.75,1211644.25,1981,10,331.0
73,3,1750,104,11216.0,3.0,536.8,2536350.25,1154655.0,1950,13,208.0
67,2,1800,86,38168.0,3.0,434.4,2665260.75,1211730.125,1952,36,260.0
50,1,1480,50,12178.0,1.0,585.2,2599454.0,1197654.125,1920,4,225.0
55,2,2500,52,6447.0,5.0,373.9,2502197.0,1125783.75,2007,3,261.0
55,2,2500,52,6447.0,5.0,373.9,2502197.0,1125783.75,2007,3,261.0
90,3,2100,32,12824.0,4.0,270.2,2612305.25,1266553.5,1889,3,161.0
74,3,2390,242,19201.0,4.0,282.3,2612055.5,1265525.5,1914,6,98.0
35,1,1110,70,29075.0,4.0,672.9,2746013.5,1254236.0,1982,5,1154.0
89,3,1650,50,3403.0,4.0,463.2,2620372.75,1237482.875,2015,22,798.0
65,3,1440,50,523.0,3.0,1257.3,2567320.5,1132413.875,1869,3,147.0
107,4,1470,137,2115.0,1.0,350.3,2660415.25,1263163.625,1993,8,252.0
61,2,1470,87,353.0,4.0,472.1,2656586.0,1240815.625,2017,12,417.0
53,2,2490,92,3357.0,4.0,602.6,2687157.0,1245724.125,1958,7,204.0
110,4,1870,48,2114.0,4.0,507.5,2580676.0,1200498.25,2014,6,266.0
122,4,1730,56,7870.0,4.0,534.8,2614547.25,1212236.75,2010,8,332.0
105,3,1954,27,308.0,2.0,426.2,2679123.25,1258492.375,1995,6,222.0
50,2,2080,106,11118.0,4.0,472.6,2683198.0,1250384.0,1941,10,211.0
50,2,1890,26,10278.0,2.0,488.9,2681731.0,1241015.5,1968,8,236.0
135,3,5950,41,27489.0,2.0,431.5,2682562.75,1244113.625,1992,2,803.0
116,4,2070,79,2271.0,4.0,567.5,2722316.25,1258284.875,2004,9,320.0
85,3,1670,189,7198.0,4.0,279.9,2624773.25,1266205.25,1974,8,207.0
63,3,1950,91,5208.0,4.0,593.8,2686818.0,1246215.875,1968,15,237.0
60,2,1850,179,9968.0,2.0,401.5,2678729.75,1249276.125,1973,37,516.0
109,3,2009,61,1234.0,2.0,440.0,2716765.75,1225247.625,2010,18,550.0
102,3,1550,64,5588.0,3.0,436.6,2632329.5,1243940.625,2013,5,303.0
105,4,3190,75,1962.0,2.0,418.6,2677855.75,1251141.125,1933,6,140.0
63,2,1210,115,8755.0,4.0,412.5,2635427.0,1241205.625,2017,74,1515.0
71,2,1810,216,6876.0,3.0,449.9,2665560.0,1208935.25,2019,146,3402.0
70,3,1550,68,1935.0,2.0,433.7,2538531.0,1180786.5,1932,4,89.0
84,3,1630,93,4172.0,4.0,545.0,2613913.5,1210679.25,2005,8,292.0
106,3,2360,179,5587.0,4.0,287.2,2717834.75,1097139.875,2013,10,285.0
97,3,2970,91,1962.0,4.0,413.4,2677218.75,1251442.625,1995,24,650.0
112,4,1850,54,3116.0,3.0,452.9,2722810.75,1214400.0,2009,6,288.0
113,4,2100,49,3029.0,3.0,543.1,2721555.25,1256598.125,1950,1,281.0
39,2,1200,75,1231.0,4.0,394.1,2526197.75,1150153.5,1974,15,653.0
137,3,3300,5,463.0,4.0,628.3,2683743.0,1232431.25,1955,2,292.0
61,2,2465,83,70541.0,4.0,401.9,2679513.25,1249096.25,1959,24,474.0
81,3,1930,103,2906.0,3.0,571.4,2758715.25,1191878.125,1963,37,521.0
48,2,1300,28,3998.0,4.0,365.4,2716123.75,1098950.875,1984,2,141.0
25,1,1150,21,743.0,2.0,799.6,2541813.5,1155693.625,2013,9,350.0
68,2,1350,30,903.0,2.0,469.4,2714924.0,1109010.25,2020,19,189.0
133,1,1730,49,14829.0,3.0,651.2,2747700.0,1256329.5,1996,14,347.0
75,3,1490,142,2906.0,4.0,569.4,2758536.0,1191835.125,1983,22,437.0
20,1,2200,71,6594.0,4.0,402.2,2679805.25,1250383.375,1896,27,388.0
88,3,1950,51,52322.0,3.0,255.7,2612231.0,1268392.5,1994,10,227.0
111,4,1950,53,11140.0,3.0,716.4,2746006.25,1254976.625,1918,3,189.0
112,4,1370,104,16327.0,4.0,531.6,2603309.0,1202717.375,1988,18,336.0
171,5,2700,119,1657.0,2.0,530.8,2716650.0,1258244.625,2024,18,365.0
125,5,2600,70,1576.0,3.0,425.4,2673426.0,1253091.25,1973,16,300.0
84,3,1800,68,801.0,4.0,464.4,2717453.0,1098647.0,1992,6,244.0
50,2,1500,204,31128.0,4.0,437.2,2536028.75,1153326.75,2014,20,478.0
91,3,1720,101,11884.0,3.0,704.0,2744930.25,1254152.625,2012,15,333.0
92,3,2200,253,4197.0,4.0,456.5,2683498.75,1253899.0,2003,10,259.0
67,3,1790,50,10278.0,3.0,492.2,2681611.75,1241162.125,1962,10,351.0
49,2,1610,188,36739.0,2.0,464.0,2536412.0,1153351.875,1949,8,148.0
42,2,1650,143,47001.0,2.0,497.2,2538253.5,1152601.625,1920,8,218.0
63,3,1490,75,1171.0,1.0,451.4,2701357.75,1233616.5,1800,6,173.0
94,4,1600,36,3549.0,4.0,347.4,2715406.5,1102826.25,2016,12,687.0
81,3,1800,91,9134.0,4.0,267.1,2615113.75,1269355.125,1980,8,254.0
164,4,4500,221,7164.0,4.0,415.5,2501791.5,1116838.875,2018,27,302.0
71,3,2821,73,6465.0,4.0,587.9,2538272.25,1153702.25,1970,1,1140.0
90,3,1610,123,6683.0,2.0,401.7,2731671.0,1278363.625,1981,8,296.0
80,3,1500,77,707.0,4.0,289.1,2723733.5,1078135.625,2010,1,111.0
300,4,1225,94,2430.0,3.0,634.2,2736227.75,1253378.625,1964,12,454.0
98,4,2632,293,2199.0,4.0,443.3,2533544.75,1155988.125,2020,120,1779.0
45,2,1715,152,10811.0,4.0,433.6,2535538.25,1152988.375,1967,26,196.0
75,3,1575,184,3518.0,2.0,415.6,2682150.0,1263060.625,1958,6,148.0
101,4,3100,210,1993.0,5.0,598.2,2535970.0,1159390.0,2023,8,148.0
87,3,1900,64,3372.0,1.0,517.5,2684073.25,1237582.75,1978,12,302.0
49,2,970,49,386.0,1.0,1045.5,2528451.0,1185487.125,2016,22,317.0
143,4,1250,91,6215.0,2.0,429.3,2592854.0,1246086.875,1959,23,437.0
39,1,1904,124,38214.0,4.0,434.1,2683624.25,1252214.25,1946,14,172.0
106,4,1800,99,2483.0,3.0,427.3,2666027.25,1214941.375,2004,8,275.0
75,3,1650,47,1205.0,4.0,546.3,2606187.5,1126198.625,2014,13,358.0
154,5,2530,152,1675.0,4.0,521.1,2655836.75,1234791.0,1971,16,350.0
54,3,2100,93,13831.0,3.0,425.6,2499064.75,1119709.875,1985,15,224.0
75,3,1440,109,5642.0,3.0,308.8,2612111.75,1257401.25,1972,14,279.0
16,1,1650,33,60095.0,3.0,409.0,2682666.75,1247865.75,1882,4,107.0
51,2,1250,38,12362.0,4.0,466.8,2683282.75,1250993.625,1922,1,119.0
92,4,1710,232,13400.0,3.0,289.4,2618412.25,1263272.0,1965,61,425.0
48,2,1350,131,4102.0,3.0,601.5,2537472.5,1154582.625,1960,12,234.0
75,3,1780,279,8342.0,3.0,346.7,2657708.25,1258904.25,1973,14,212.0
61,2,1560,227,992.0,4.0,605.4,2578414.0,1180426.625,2022,15,396.0
90,3,2040,226,27150.0,2.0,280.1,2611572.25,1265878.5,1978,64,4939.0
53,2,2140,239,8554.0,1.0,493.1,2687070.5,1234808.125,1925,96,2280.0
70,2,1910,143,1149.0,3.0,641.2,2689628.0,1245707.125,2018,8,250.0
92,3,2060,48,23480.0,1.0,476.1,2562268.75,1205407.0,2008,25,455.0
78,3,1480,37,3422.0,2.0,431.5,2638241.25,1237100.0,1991,14,464.0
70,3,1270,82,4502.0,3.0,415.0,2593185.75,1245412.5,1968,9,234.0
67,2,1455,134,3701.0,4.0,438.9,2586870.0,1221639.75,2017,25,355.0
75,3,1850,13,307.0,5.0,811.6,2542109.75,1161520.875,1964,1,89.0
86,3,1420,154,1205.0,4.0,553.9,2606386.75,1126454.75,2010,15,315.0
45,2,1380,162,911.0,3.0,427.7,2503265.0,1113476.875,1959,9,194.0
100,4,1680,115,2783.0,3.0,409.3,2649155.75,1245933.5,1983,7,239.0
60,2,1164,101,3329.0,3.0,402.6,2745928.5,1270459.5,1999,12,651.0
90,3,1950,94,1097.0,4.0,477.9,2554768.5,1187890.75,2011,28,766.0
114,4,1737,260,9499.0,3.0,989.0,2553559.5,1216917.75,2019,81,2479.0
54,2,2090,260,36829.0,4.0,445.7,2683011.75,1249344.25,1927,12,178.0
71,2,2400,254,57030.0,3.0,417.1,2681379.75,1247100.875,1959,13,182.0
115,4,2530,54,899.0,4.0,333.8,2609811.25,1262871.625,1983,11,301.0
22,1,940,169,4023.0,4.0,589.8,2578063.25,1185952.5,2018,49,403.0
63,3,1940,169,8185.0,3.0,402.2,2555922.0,1144727.0,1988,24,504.0
72,2,1218,62,11928.0,1.0,434.6,2539148.0,1181176.0,1697,1,228.0
117,4,1850,86,1023.0,2.0,508.1,2553742.0,1172849.75,2010,6,536.0
111,4,2025,156,2588.0,4.0,418.0,2636398.5,1240537.0,2018,8,282.0
101,4,2885,581,23783.0,4.0,446.9,2536747.75,1152854.0,2016,60,983.0
50,2,1279,225,23010.0,4.0,280.2,2717545.0,1096660.25,1961,90,1383.0
128,2,1994,138,693.0,2.0,553.1,2706212.0,1254829.5,1850,7,321.0
103,4,2160,161,9609.0,1.0,404.5,2655527.5,1249163.125,2017,22,358.0
64,2,1600,276,11703.0,4.0,309.1,2716621.5,1094930.625,1972,70,1119.0
83,3,2480,96,5726.0,4.0,451.6,2695532.0,1234500.625,2010,16,465.0
50,2,1500,137,31128.0,3.0,454.2,2536328.5,1153271.75,1947,8,321.0
125,4,2990,193,9968.0,2.0,407.5,2678743.75,1248984.875,1996,7,205.0
31,1,2620,131,42600.0,4.0,407.3,2683877.75,1246169.75,1958,29,207.0
111,3,2150,26,12184.0,3.0,387.1,2646166.25,1248982.5,2003,5,208.0
62,2,1650,224,36998.0,4.0,527.8,2538160.0,1153142.875,1931,12,206.0
97,4,1530,79,167.0,3.0,694.2,2572144.5,1175363.375,2017,9,323.0
120,5,3100,112,2352.0,4.0,432.5,2692915.75,1231907.0,1898,3,164.0
131,3,1700,95,513.0,1.0,327.7,2641595.75,1264728.625,2010,29,1137.0
100,3,3060,70,1962.0,3.0,420.9,2678438.0,1250983.375,1963,3,164.0
82,2,2332,17,605.0,4.0,550.6,2559828.0,1143409.125,2020,6,206.0
90,4,3300,89,10278.0,3.0,521.6,2681425.5,1241169.125,1967,8,246.0
79,3,1150,91,7562.0,4.0,535.3,2605543.5,1207729.625,1973,6,207.0
79,3,1470,87,58.0,3.0,644.1,2564125.5,1182677.125,2021,18,566.0
96,3,2110,161,9609.0,1.0,404.5,2655527.5,1249163.125,2017,22,358.0
89,3,3722,96,5726.0,4.0,451.6,2695532.0,1234500.625,2010,16,465.0
100,4,1145,33,251.0,4.0,282.7,2719552.0,1087314.5,1993,12,404.0
44,1,1100,89,9215.0,3.0,473.5,2682958.25,1240984.0,1968,7,216.0
65,2,1790,68,2007.0,3.0,445.3,2697114.75,1265294.5,2018,1,91.0
93,3,1680,112,1367.0,4.0,408.4,2634507.25,1239593.375,2010,11,466.0
80,3,1280,118,3907.0,3.0,677.2,2748649.25,1256391.875,1967,6,229.0
80,3,1362,260,9499.0,3.0,989.2,2553591.5,1216948.125,2019,81,2479.0
23,1,1050,127,15710.0,3.0,435.7,2695750.25,1261000.5,1929,8,368.0
82,4,2050,111,2165.0,1.0,467.8,2683598.25,1237835.875,1898,4,119.0
90,3,2100,43,463.0,1.0,611.7,2554405.0,1147861.25,1990,6,244.0
260,6,4700,23,2789.0,3.0,332.0,2615882.0,1268877.0,1994,1,129.0
102,3,1900,17,1208.0,3.0,381.4,2665523.5,1257307.625,1959,14,243.0
87,4,2360,366,43150.0,3.0,415.7,2537656.5,1151699.75,1910,18,260.0
74,2,1635,165,2816.0,3.0,365.9,2646020.75,1250107.375,2014,31,1151.0
45,2,850,144,12617.0,4.0,439.0,2597333.0,1226670.375,1970,22,335.0
90,4,1970,187,5703.0,4.0,404.3,2534874.75,1153178.75,2007,13,401.0
93,3,2230,337,35924.0,3.0,385.3,2673000.75,1251478.0,2012,10,247.0
112,3,3310,147,7190.0,3.0,467.9,2682395.25,1241866.875,2011,12,391.0
71,3,809,186,5128.0,4.0,411.5,2593049.75,1246099.0,1961,21,270.0
96,3,2146,208,700.0,4.0,665.5,2538744.75,1155075.625,2017,15,362.0
96,4,2270,72,13820.0,2.0,390.8,2672535.75,1250905.0,1954,6,164.0
28,1,1290,18,2601.0,4.0,495.8,2535362.75,1155252.125,1953,1,191.0
65,2,1250,74,4484.0,4.0,493.9,2595079.0,1226258.875,2016,8,442.0
103,3,2270,185,3549.0,4.0,408.1,2682848.5,1262945.25,2008,16,463.0
43,1,900,57,5540.0,4.0,369.6,2716220.0,1093665.5,1995,21,551.0
41,2,1010,116,13246.0,2.0,671.2,2746014.5,1254672.0,1918,4,60.0
41,2,1650,259,7659.0,3.0,436.9,2498666.75,1121491.625,1958,12,198.0
66,2,2680,177,32423.0,3.0,434.0,2680867.5,1246667.5,2011,10,436.0
70,2,980,3,75.0,2.0,705.8,2625181.25,1244390.75,1750,1,203.0
100,4,2030,526,21297.0,4.0,379.0,2553829.5,1145668.75,1986,8,764.0
59,2,1320,33,1559.0,2.0,787.3,2748859.5,1243750.5,1900,1,204.0
76,2,1950,73,50016.0,2.0,259.1,2611317.5,1266944.25,1986,15,475.0
81,3,1350,109,5642.0,3.0,306.3,2612183.75,1257400.125,1994,15,356.0
72,3,1560,129,6765.0,3.0,277.8,2609480.5,1266752.0,1965,19,542.0
77,2,1575,137,24867.0,2.0,255.6,2611818.5,1267802.125,1965,12,258.0
114,4,1737,260,9499.0,3.0,989.2,2553591.5,1216948.125,2019,81,2479.0
85,3,2190,193,9968.0,2.0,407.5,2678743.75,1248984.875,1996,7,205.0
69,2,1640,22,1708.0,4.0,356.7,2662487.5,1251810.0,2012,11,340.0
132,2,3770,155,35458.0,1.0,438.3,2684643.5,1246485.125,1996,1,185.0
120,2,4410,34,37641.0,2.0,471.3,2682553.25,1250287.5,1927,1,183.0
125,5,2600,62,5303.0,3.0,537.3,2699711.75,1249038.0,1971,14,352.0
61,2,1910,108,2228.0,3.0,630.3,2687817.75,1246179.875,1970,10,193.0
95,3,2650,143,19905.0,3.0,427.9,2684647.0,1253080.625,2015,21,360.0
65,2,1920,130,29219.0,1.0,526.9,2599924.0,1198447.875,2022,12,317.0
87,3,2078,59,696.0,2.0,427.1,2645789.25,1252163.75,2018,8,300.0
86,3,3340,252,64174.0,4.0,396.6,2678968.25,1249730.5,2018,102,1181.0
52,2,1543,214,1278.0,4.0,257.1,2613250.25,1267740.125,2023,149,1311.0
90,3,1840,81,5234.0,4.0,454.4,2609938.75,1224044.25,2014,8,312.0
49,2,1460,440,47725.0,4.0,255.6,2612331.5,1268657.0,1955,38,452.0
71,2,1450,110,2978.0,4.0,416.1,2645809.0,1246766.125,2011,11,330.0
76,3,1750,96,1884.0,3.0,434.5,2675245.5,1254925.625,1974,8,204.0
170,6,2300,29,376.0,3.0,712.2,2549338.25,1161547.5,2004,2,140.0
133,5,2230,70,2881.0,4.0,288.3,2607494.5,1266587.5,1870,1,103.0
123,4,2300,96,3355.0,4.0,547.2,2604482.0,1201075.75,2016,16,403.0
40,2,1180,115,3304.0,3.0,549.1,2597811.5,1199762.875,2012,95,1273.0
97,3,1999,135,3603.0,3.0,456.7,2662043.25,1211520.5,2009,19,674.0
103,3,2280,151,6597.0,3.0,459.0,2662193.0,1211559.0,2015,14,435.0
137,4,5490,38,5643.0,2.0,457.1,2687587.75,1234773.875,1930,1,120.0
60,2,1500,18,57.0,4.0,936.4,2603373.5,1125789.125,2011,1,185.0
52,3,1760,246,11696.0,5.0,381.3,2500339.25,1115618.75,1946,25,215.0
112,4,1500,104,16327.0,4.0,531.6,2603309.0,1202717.375,1988,18,336.0
49,2,1550,66,3456.0,4.0,400.6,2533550.0,1153567.375,2020,36,852.0
86,4,3360,89,5188.0,4.0,278.9,2610069.75,1266591.875,1913,1,125.0
